寎	bing	3	rime_pinyin_simp
竝	bing	3	rime_pinyin_simp
餠	bing	3	rime_pinyin_simp
棅	bing	3	rime_pinyin_simp
倂	bing	4	rime_pinyin_simp
垪	bing	5	rime_pinyin_simp
稟	bing	5	rime_pinyin_simp
抦	bing	6	rime_pinyin_simp
掤	bing	7	rime_pinyin_simp
偋	bing	7	rime_pinyin_simp
昺	bing	8	rime_pinyin_simp
鞞	bing	11	rime_pinyin_simp
併	bing	11	rime_pinyin_simp
槟	bing	14	rime_pinyin_simp
餅	bing	14	rime_pinyin_simp
屏	bing	16	rime_pinyin_simp
邴	bing	21	rime_pinyin_simp
幷	bing	34	rime_pinyin_simp
摒	bing	57	rime_pinyin_simp
氷	bing	71	rime_pinyin_simp
禀	bing	102	rime_pinyin_simp
並	bing	254	rime_pinyin_simp
秉	bing	339	rime_pinyin_simp
炳	bing	440	rime_pinyin_simp
柄	bing	550	rime_pinyin_simp
丙	bing	684	rime_pinyin_simp
饼	bing	1277	rime_pinyin_simp
兵	bing	4612	rime_pinyin_simp
冰	bing	4842	rime_pinyin_simp
病	bing	8091	rime_pinyin_simp
并	bing	79036	rime_pinyin_simp
鵓	bo	1	rime_pinyin_simp
鱍	bo	1	rime_pinyin_simp
挬	bo	1	rime_pinyin_simp
郣	bo	1	rime_pinyin_simp
餑	bo	1	rime_pinyin_simp
蹳	bo	2	rime_pinyin_simp
餺	bo	2	rime_pinyin_simp
鑮	bo	2	rime_pinyin_simp
鉑	bo	2	rime_pinyin_simp
胉	bo	2	rime_pinyin_simp
葧	bo	2	rime_pinyin_simp
鋍	bo	2	rime_pinyin_simp
瓝	bo	2	rime_pinyin_simp
欂	bo	2	rime_pinyin_simp
懪	bo	2	rime_pinyin_simp
秡	bo	2	rime_pinyin_simp
糪	bo	2	rime_pinyin_simp
鉢	bo	2	rime_pinyin_simp
襮	bo	2	rime_pinyin_simp
犦	bo	2	rime_pinyin_simp
鈸	bo	2	rime_pinyin_simp
僠	bo	2	rime_pinyin_simp
譒	bo	2	rime_pinyin_simp
簙	bo	2	rime_pinyin_simp
詙	bo	2	rime_pinyin_simp
蔔	bo	2	rime_pinyin_simp
狛	bo	3	rime_pinyin_simp
蘗	bo	3	rime_pinyin_simp
嶓	bo	3	rime_pinyin_simp
駮	bo	3	rime_pinyin_simp
鹁	bo	4	rime_pinyin_simp
駁	bo	6	rime_pinyin_simp
饽	bo	6	rime_pinyin_simp
缽	bo	6	rime_pinyin_simp
檗	bo	7	rime_pinyin_simp
愽	bo	7	rime_pinyin_simp
鎛	bo	7	rime_pinyin_simp
踣	bo	7	rime_pinyin_simp
浡	bo	8	rime_pinyin_simp
孛	bo	10	rime_pinyin_simp
礡	bo	11	rime_pinyin_simp
魄	bo	11	rime_pinyin_simp
礴	bo	13	rime_pinyin_simp
剝	bo	15	rime_pinyin_simp
僰	bo	15	rime_pinyin_simp
擘	bo	15	rime_pinyin_simp
簸	bo	20	rime_pinyin_simp
钹	bo	22	rime_pinyin_simp
撥	bo	26	rime_pinyin_simp
亳	bo	26	rime_pinyin_simp
菠	bo	31	rime_pinyin_simp
箔	bo	56	rime_pinyin_simp
跛	bo	60	rime_pinyin_simp
舶	bo	71	rime_pinyin_simp
渤	bo	107	rime_pinyin_simp
帛	bo	121	rime_pinyin_simp
癶	bo	123	rime_pinyin_simp
铂	bo	176	rime_pinyin_simp
脖	bo	176	rime_pinyin_simp
玻	bo	184	rime_pinyin_simp
钵	bo	238	rime_pinyin_simp
卜	bo	247	rime_pinyin_simp
驳	bo	264	rime_pinyin_simp
膊	bo	273	rime_pinyin_simp
泊	bo	340	rime_pinyin_simp
勃	bo	348	rime_pinyin_simp
柏	bo	381	rime_pinyin_simp
搏	bo	456	rime_pinyin_simp
剥	bo	504	rime_pinyin_simp
啵	bo	793	rime_pinyin_simp
薄	bo	1256	rime_pinyin_simp
伯	bo	1526	rime_pinyin_simp
拨	bo	1685	rime_pinyin_simp
播	bo	1756	rime_pinyin_simp
博	bo	5008	rime_pinyin_simp
波	bo	5396	rime_pinyin_simp
